sample_id	assembly_pat	assembly_mat	assembly_url_pat	assembly_url_mat	accession_pat	accession_mat	sex
NA18570	NA18570_hap1_hprc_r2_v1.0.1	NA18570_hap2_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA18570/assemblies/freeze_2/NA18570_hap1_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA18570/assemblies/freeze_2/NA18570_hap2_hprc_r2_v1.0.1.fa.gz	NA18570_hap1_hprc_r2_v1.0.1	NA18570_hap2_hprc_r2_v1.0.1	female
NA18608	NA18608_hap1_hprc_r2_v1.0.1	NA18608_hap2_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA18608/assemblies/freeze_2/NA18608_hap1_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA18608/assemblies/freeze_2/NA18608_hap2_hprc_r2_v1.0.1.fa.gz	NA18608_hap1_hprc_r2_v1.0.1	NA18608_hap2_hprc_r2_v1.0.1	male
NA18620	NA18620_hap1_hprc_r2_v1.0.1	NA18620_hap2_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA18620/assemblies/freeze_2/NA18620_hap1_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA18620/assemblies/freeze_2/NA18620_hap2_hprc_r2_v1.0.1.fa.gz	NA18620_hap1_hprc_r2_v1.0.1	NA18620_hap2_hprc_r2_v1.0.1	male
NA18747	NA18747_hap1_hprc_r2_v1.0.1	NA18747_hap2_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA18747/assemblies/freeze_2/NA18747_hap1_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA18747/assemblies/freeze_2/NA18747_hap2_hprc_r2_v1.0.1.fa.gz	NA18747_hap1_hprc_r2_v1.0.1	NA18747_hap2_hprc_r2_v1.0.1	male
NA18879	NA18879_hap1_hprc_r2_v1.0.1	NA18879_hap2_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA18879/assemblies/freeze_2/NA18879_hap1_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA18879/assemblies/freeze_2/NA18879_hap2_hprc_r2_v1.0.1.fa.gz	NA18879_hap1_hprc_r2_v1.0.1	NA18879_hap2_hprc_r2_v1.0.1	male
NA18906	NA18906_pat_hprc_r2_v1.0.1	NA18906_mat_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA18906/assemblies/freeze_2/NA18906_pat_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA18906/assemblies/freeze_2/NA18906_mat_hprc_r2_v1.0.1.fa.gz	NA18906_pat_hprc_r2_v1.0.1	NA18906_mat_hprc_r2_v1.0.1	female
NA18940	NA18940_hap1_hprc_r2_v1.0.1	NA18940_hap2_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA18940/assemblies/freeze_2/NA18940_hap1_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA18940/assemblies/freeze_2/NA18940_hap2_hprc_r2_v1.0.1.fa.gz	NA18940_hap1_hprc_r2_v1.0.1	NA18940_hap2_hprc_r2_v1.0.1	male
NA18943	NA18943_hap1_hprc_r2_v1.0.1	NA18943_hap2_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA18943/assemblies/freeze_2/NA18943_hap1_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA18943/assemblies/freeze_2/NA18943_hap2_hprc_r2_v1.0.1.fa.gz	NA18943_hap1_hprc_r2_v1.0.1	NA18943_hap2_hprc_r2_v1.0.1	male
NA18944	NA18944_hap1_hprc_r2_v1.0.1	NA18944_hap2_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA18944/assemblies/freeze_2/NA18944_hap1_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA18944/assemblies/freeze_2/NA18944_hap2_hprc_r2_v1.0.1.fa.gz	NA18944_hap1_hprc_r2_v1.0.1	NA18944_hap2_hprc_r2_v1.0.1	male
NA18945	NA18945_hap1_hprc_r2_v1.0.1	NA18945_hap2_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA18945/assemblies/freeze_2/NA18945_hap1_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA18945/assemblies/freeze_2/NA18945_hap2_hprc_r2_v1.0.1.fa.gz	NA18945_hap1_hprc_r2_v1.0.1	NA18945_hap2_hprc_r2_v1.0.1	male
NA18948	NA18948_hap1_hprc_r2_v1.0.1	NA18948_hap2_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA18948/assemblies/freeze_2/NA18948_hap1_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA18948/assemblies/freeze_2/NA18948_hap2_hprc_r2_v1.0.1.fa.gz	NA18948_hap1_hprc_r2_v1.0.1	NA18948_hap2_hprc_r2_v1.0.1	male
NA18952	NA18952_hap1_hprc_r2_v1.0.1	NA18952_hap2_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA18952/assemblies/freeze_2/NA18952_hap1_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA18952/assemblies/freeze_2/NA18952_hap2_hprc_r2_v1.0.1.fa.gz	NA18952_hap1_hprc_r2_v1.0.1	NA18952_hap2_hprc_r2_v1.0.1	male
NA18959	NA18959_hap1_hprc_r2_v1.0.1	NA18959_hap2_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA18959/assemblies/freeze_2/NA18959_hap1_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA18959/assemblies/freeze_2/NA18959_hap2_hprc_r2_v1.0.1.fa.gz	NA18959_hap1_hprc_r2_v1.0.1	NA18959_hap2_hprc_r2_v1.0.1	male
NA18960	NA18960_hap1_hprc_r2_v1.0.1	NA18960_hap2_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA18960/assemblies/freeze_2/NA18960_hap1_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA18960/assemblies/freeze_2/NA18960_hap2_hprc_r2_v1.0.1.fa.gz	NA18960_hap1_hprc_r2_v1.0.1	NA18960_hap2_hprc_r2_v1.0.1	male
NA18967	NA18967_hap1_hprc_r2_v1.0.1	NA18967_hap2_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA18967/assemblies/freeze_2/NA18967_hap1_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA18967/assemblies/freeze_2/NA18967_hap2_hprc_r2_v1.0.1.fa.gz	NA18967_hap1_hprc_r2_v1.0.1	NA18967_hap2_hprc_r2_v1.0.1	male
NA18970	NA18970_hap1_hprc_r2_v1.0.1	NA18970_hap2_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA18970/assemblies/freeze_2/NA18970_hap1_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA18970/assemblies/freeze_2/NA18970_hap2_hprc_r2_v1.0.1.fa.gz	NA18970_hap1_hprc_r2_v1.0.1	NA18970_hap2_hprc_r2_v1.0.1	male
NA18971	NA18971_hap1_hprc_r2_v1.0.1	NA18971_hap2_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA18971/assemblies/freeze_2/NA18971_hap1_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA18971/assemblies/freeze_2/NA18971_hap2_hprc_r2_v1.0.1.fa.gz	NA18971_hap1_hprc_r2_v1.0.1	NA18971_hap2_hprc_r2_v1.0.1	male
NA18974	NA18974_hap1_hprc_r2_v1.0.1	NA18974_hap2_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA18974/assemblies/freeze_2/NA18974_hap1_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA18974/assemblies/freeze_2/NA18974_hap2_hprc_r2_v1.0.1.fa.gz	NA18974_hap1_hprc_r2_v1.0.1	NA18974_hap2_hprc_r2_v1.0.1	male
NA18976	NA18976_hap1_hprc_r2_v1.0.1	NA18976_hap2_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA18976/assemblies/freeze_2/NA18976_hap1_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA18976/assemblies/freeze_2/NA18976_hap2_hprc_r2_v1.0.1.fa.gz	NA18976_hap1_hprc_r2_v1.0.1	NA18976_hap2_hprc_r2_v1.0.1	female
NA18982	NA18982_hap1_hprc_r2_v1.0.1	NA18982_hap2_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA18982/assemblies/freeze_2/NA18982_hap1_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA18982/assemblies/freeze_2/NA18982_hap2_hprc_r2_v1.0.1.fa.gz	NA18982_hap1_hprc_r2_v1.0.1	NA18982_hap2_hprc_r2_v1.0.1	male
NA18983	NA18983_hap1_hprc_r2_v1.0.1	NA18983_hap2_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA18983/assemblies/freeze_2/NA18983_hap1_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA18983/assemblies/freeze_2/NA18983_hap2_hprc_r2_v1.0.1.fa.gz	NA18983_hap1_hprc_r2_v1.0.1	NA18983_hap2_hprc_r2_v1.0.1	male
NA19036	NA19036_hap1_hprc_r2_v1.0.1	NA19036_hap2_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA19036/assemblies/freeze_2/NA19036_hap1_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA19036/assemblies/freeze_2/NA19036_hap2_hprc_r2_v1.0.1.fa.gz	NA19036_hap1_hprc_r2_v1.0.1	NA19036_hap2_hprc_r2_v1.0.1	female
NA19043	NA19043_hap1_hprc_r2_v1.0.1	NA19043_hap2_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA19043/assemblies/freeze_2/NA19043_hap1_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA19043/assemblies/freeze_2/NA19043_hap2_hprc_r2_v1.0.1.fa.gz	NA19043_hap1_hprc_r2_v1.0.1	NA19043_hap2_hprc_r2_v1.0.1	male
NA19087	NA19087_hap1_hprc_r2_v1.0.1	NA19087_hap2_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA19087/assemblies/freeze_2/NA19087_hap1_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA19087/assemblies/freeze_2/NA19087_hap2_hprc_r2_v1.0.1.fa.gz	NA19087_hap1_hprc_r2_v1.0.1	NA19087_hap2_hprc_r2_v1.0.1	female
NA19159	NA19159_hap1_hprc_r2_v1.0.1	NA19159_hap2_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA19159/assemblies/freeze_2/NA19159_hap1_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA19159/assemblies/freeze_2/NA19159_hap2_hprc_r2_v1.0.1.fa.gz	NA19159_hap1_hprc_r2_v1.0.1	NA19159_hap2_hprc_r2_v1.0.1	female
NA19185	NA19185_hap1_hprc_r2_v1.0.1	NA19185_hap2_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA19185/assemblies/freeze_2/NA19185_hap1_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA19185/assemblies/freeze_2/NA19185_hap2_hprc_r2_v1.0.1.fa.gz	NA19185_hap1_hprc_r2_v1.0.1	NA19185_hap2_hprc_r2_v1.0.1	female
NA19240	NA19240_pat_hprc_r2_v1.0.1	NA19240_mat_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA19240/assemblies/freeze_2/NA19240_pat_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA19240/assemblies/freeze_2/NA19240_mat_hprc_r2_v1.0.1.fa.gz	NA19240_pat_hprc_r2_v1.0.1	NA19240_mat_hprc_r2_v1.0.1	female
NA19338	NA19338_hap1_hprc_r2_v1.0.1	NA19338_hap2_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA19338/assemblies/freeze_2/NA19338_hap1_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA19338/assemblies/freeze_2/NA19338_hap2_hprc_r2_v1.0.1.fa.gz	NA19338_hap1_hprc_r2_v1.0.1	NA19338_hap2_hprc_r2_v1.0.1	female
NA19391	NA19391_hap1_hprc_r2_v1.0.1	NA19391_hap2_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA19391/assemblies/freeze_2/NA19391_hap1_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA19391/assemblies/freeze_2/NA19391_hap2_hprc_r2_v1.0.1.fa.gz	NA19391_hap1_hprc_r2_v1.0.1	NA19391_hap2_hprc_r2_v1.0.1	female
NA19443	NA19443_hap1_hprc_r2_v1.0.1	NA19443_hap2_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA19443/assemblies/freeze_2/NA19443_hap1_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA19443/assemblies/freeze_2/NA19443_hap2_hprc_r2_v1.0.1.fa.gz	NA19443_hap1_hprc_r2_v1.0.1	NA19443_hap2_hprc_r2_v1.0.1	male
NA19468	NA19468_hap1_hprc_r2_v1.0.1	NA19468_hap2_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA19468/assemblies/freeze_2/NA19468_hap1_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA19468/assemblies/freeze_2/NA19468_hap2_hprc_r2_v1.0.1.fa.gz	NA19468_hap1_hprc_r2_v1.0.1	NA19468_hap2_hprc_r2_v1.0.1	female
NA19682	NA19682_hap1_hprc_r2_v1.0.1	NA19682_hap2_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA19682/assemblies/freeze_2/NA19682_hap1_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA19682/assemblies/freeze_2/NA19682_hap2_hprc_r2_v1.0.1.fa.gz	NA19682_hap1_hprc_r2_v1.0.1	NA19682_hap2_hprc_r2_v1.0.1	male
NA19700	NA19700_hap1_hprc_r2_v1.0.1	NA19700_hap2_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA19700/assemblies/freeze_2/NA19700_hap1_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA19700/assemblies/freeze_2/NA19700_hap2_hprc_r2_v1.0.1.fa.gz	NA19700_hap1_hprc_r2_v1.0.1	NA19700_hap2_hprc_r2_v1.0.1	male
NA19776	NA19776_hap1_hprc_r2_v1.0.1	NA19776_hap2_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA19776/assemblies/freeze_2/NA19776_hap1_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA19776/assemblies/freeze_2/NA19776_hap2_hprc_r2_v1.0.1.fa.gz	NA19776_hap1_hprc_r2_v1.0.1	NA19776_hap2_hprc_r2_v1.0.1	female
NA19835	NA19835_hap1_hprc_r2_v1.0.1	NA19835_hap2_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA19835/assemblies/freeze_2/NA19835_hap1_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA19835/assemblies/freeze_2/NA19835_hap2_hprc_r2_v1.0.1.fa.gz	NA19835_hap1_hprc_r2_v1.0.1	NA19835_hap2_hprc_r2_v1.0.1	female
NA19909	NA19909_hap1_hprc_r2_v1.0.1	NA19909_hap2_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA19909/assemblies/freeze_2/NA19909_hap1_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA19909/assemblies/freeze_2/NA19909_hap2_hprc_r2_v1.0.1.fa.gz	NA19909_hap1_hprc_r2_v1.0.1	NA19909_hap2_hprc_r2_v1.0.1	female
NA20129	NA20129_pat_hprc_r2_v1.0.1	NA20129_mat_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA20129/assemblies/freeze_2/NA20129_pat_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA20129/assemblies/freeze_2/NA20129_mat_hprc_r2_v1.0.1.fa.gz	NA20129_pat_hprc_r2_v1.0.1	NA20129_mat_hprc_r2_v1.0.1	female
NA20282	NA20282_hap1_hprc_r2_v1.0.1	NA20282_hap2_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA20282/assemblies/freeze_2/NA20282_hap1_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA20282/assemblies/freeze_2/NA20282_hap2_hprc_r2_v1.0.1.fa.gz	NA20282_hap1_hprc_r2_v1.0.1	NA20282_hap2_hprc_r2_v1.0.1	female
NA20346	NA20346_hap1_hprc_r2_v1.0.1	NA20346_hap2_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA20346/assemblies/freeze_2/NA20346_hap1_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA20346/assemblies/freeze_2/NA20346_hap2_hprc_r2_v1.0.1.fa.gz	NA20346_hap1_hprc_r2_v1.0.1	NA20346_hap2_hprc_r2_v1.0.1	male
NA20503	NA20503_hap1_hprc_r2_v1.0.1	NA20503_hap2_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA20503/assemblies/freeze_2/NA20503_hap1_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA20503/assemblies/freeze_2/NA20503_hap2_hprc_r2_v1.0.1.fa.gz	NA20503_hap1_hprc_r2_v1.0.1	NA20503_hap2_hprc_r2_v1.0.1	female
NA20752	NA20752_hap1_hprc_r2_v1.0.1	NA20752_hap2_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA20752/assemblies/freeze_2/NA20752_hap1_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA20752/assemblies/freeze_2/NA20752_hap2_hprc_r2_v1.0.1.fa.gz	NA20752_hap1_hprc_r2_v1.0.1	NA20752_hap2_hprc_r2_v1.0.1	male
NA20762	NA20762_hap1_hprc_r2_v1.0.1	NA20762_hap2_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA20762/assemblies/freeze_2/NA20762_hap1_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA20762/assemblies/freeze_2/NA20762_hap2_hprc_r2_v1.0.1.fa.gz	NA20762_hap1_hprc_r2_v1.0.1	NA20762_hap2_hprc_r2_v1.0.1	male
NA20799	NA20799_hap1_hprc_r2_v1.0.1	NA20799_hap2_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA20799/assemblies/freeze_2/NA20799_hap1_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/NA20799/assemblies/freeze_2/NA20799_hap2_hprc_r2_v1.0.1.fa.gz	NA20799_hap1_hprc_r2_v1.0.1	NA20799_hap2_hprc_r2_v1.0.1	female
