sample_id	assembly_pat	assembly_mat	assembly_url_pat	assembly_url_mat	accession_pat	accession_mat	sex
HG01123	HG01123_pat_hprc_r2_v1.0.1	HG01123_mat_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01123/assemblies/freeze_2/HG01123_pat_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01123/assemblies/freeze_2/HG01123_mat_hprc_r2_v1.0.1.fa.gz	HG01123_pat_hprc_r2_v1.0.1	HG01123_mat_hprc_r2_v1.0.1	female
HG01150	HG01150_pat_hprc_r2_v1.0.1	HG01150_mat_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01150/assemblies/freeze_2/HG01150_pat_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01150/assemblies/freeze_2/HG01150_mat_hprc_r2_v1.0.1.fa.gz	HG01150_pat_hprc_r2_v1.0.1	HG01150_mat_hprc_r2_v1.0.1	female
HG01167	HG01167_hap1_hprc_r2_v1.0.1	HG01167_hap2_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01167/assemblies/freeze_2/HG01167_hap1_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01167/assemblies/freeze_2/HG01167_hap2_hprc_r2_v1.0.1.fa.gz	HG01167_hap1_hprc_r2_v1.0.1	HG01167_hap2_hprc_r2_v1.0.1	male
HG01175	HG01175_pat_hprc_r2_v1.0.1	HG01175_mat_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01175/assemblies/freeze_2/HG01175_pat_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01175/assemblies/freeze_2/HG01175_mat_hprc_r2_v1.0.1.fa.gz	HG01175_pat_hprc_r2_v1.0.1	HG01175_mat_hprc_r2_v1.0.1	female
HG01192	HG01192_pat_hprc_r2_v1.0.1	HG01192_mat_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01192/assemblies/freeze_2/HG01192_pat_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01192/assemblies/freeze_2/HG01192_mat_hprc_r2_v1.0.1.fa.gz	HG01192_pat_hprc_r2_v1.0.1	HG01192_mat_hprc_r2_v1.0.1	male
HG01243	HG01243_pat_hprc_r2_v1.0.1	HG01243_mat_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01243/assemblies/freeze_2/HG01243_pat_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01243/assemblies/freeze_2/HG01243_mat_hprc_r2_v1.0.1.fa.gz	HG01243_pat_hprc_r2_v1.0.1	HG01243_mat_hprc_r2_v1.0.1	male
HG01252	HG01252_pat_hprc_r2_v1.0.1	HG01252_mat_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01252/assemblies/freeze_2/HG01252_pat_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01252/assemblies/freeze_2/HG01252_mat_hprc_r2_v1.0.1.fa.gz	HG01252_pat_hprc_r2_v1.0.1	HG01252_mat_hprc_r2_v1.0.1	male
HG01255	HG01255_pat_hprc_r2_v1.0.1	HG01255_mat_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01255/assemblies/freeze_2/HG01255_pat_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01255/assemblies/freeze_2/HG01255_mat_hprc_r2_v1.0.1.fa.gz	HG01255_pat_hprc_r2_v1.0.1	HG01255_mat_hprc_r2_v1.0.1	male
HG01258	HG01258_pat_hprc_r2_v1.0.1	HG01258_mat_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01258/assemblies/freeze_2/HG01258_pat_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01258/assemblies/freeze_2/HG01258_mat_hprc_r2_v1.0.1.fa.gz	HG01258_pat_hprc_r2_v1.0.1	HG01258_mat_hprc_r2_v1.0.1	male
HG01261	HG01261_pat_hprc_r2_v1.0.1	HG01261_mat_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01261/assemblies/freeze_2/HG01261_pat_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01261/assemblies/freeze_2/HG01261_mat_hprc_r2_v1.0.1.fa.gz	HG01261_pat_hprc_r2_v1.0.1	HG01261_mat_hprc_r2_v1.0.1	male
HG01346	HG01346_pat_hprc_r2_v1.0.1	HG01346_mat_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01346/assemblies/freeze_2/HG01346_pat_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01346/assemblies/freeze_2/HG01346_mat_hprc_r2_v1.0.1.fa.gz	HG01346_pat_hprc_r2_v1.0.1	HG01346_mat_hprc_r2_v1.0.1	female
HG01358	HG01358_pat_hprc_r2_v1.0.1	HG01358_mat_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01358/assemblies/freeze_2/HG01358_pat_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01358/assemblies/freeze_2/HG01358_mat_hprc_r2_v1.0.1.fa.gz	HG01358_pat_hprc_r2_v1.0.1	HG01358_mat_hprc_r2_v1.0.1	male
HG01361	HG01361_pat_hprc_r2_v1.0.1	HG01361_mat_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01361/assemblies/freeze_2/HG01361_pat_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01361/assemblies/freeze_2/HG01361_mat_hprc_r2_v1.0.1.fa.gz	HG01361_pat_hprc_r2_v1.0.1	HG01361_mat_hprc_r2_v1.0.1	female
HG01433	HG01433_pat_hprc_r2_v1.0.1	HG01433_mat_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01433/assemblies/freeze_2/HG01433_pat_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01433/assemblies/freeze_2/HG01433_mat_hprc_r2_v1.0.1.fa.gz	HG01433_pat_hprc_r2_v1.0.1	HG01433_mat_hprc_r2_v1.0.1	male
HG01496	HG01496_pat_hprc_r2_v1.0.1	HG01496_mat_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01496/assemblies/freeze_2/HG01496_pat_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01496/assemblies/freeze_2/HG01496_mat_hprc_r2_v1.0.1.fa.gz	HG01496_pat_hprc_r2_v1.0.1	HG01496_mat_hprc_r2_v1.0.1	female
HG01530	HG01530_hap1_hprc_r2_v1.0.1	HG01530_hap2_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01530/assemblies/freeze_2/HG01530_hap1_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01530/assemblies/freeze_2/HG01530_hap2_hprc_r2_v1.0.1.fa.gz	HG01530_hap1_hprc_r2_v1.0.1	HG01530_hap2_hprc_r2_v1.0.1	male
HG01784	HG01784_hap1_hprc_r2_v1.0.1	HG01784_hap2_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01784/assemblies/freeze_2/HG01784_hap1_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01784/assemblies/freeze_2/HG01784_hap2_hprc_r2_v1.0.1.fa.gz	HG01784_hap1_hprc_r2_v1.0.1	HG01784_hap2_hprc_r2_v1.0.1	female
HG01786	HG01786_hap1_hprc_r2_v1.0.1	HG01786_hap2_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01786/assemblies/freeze_2/HG01786_hap1_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01786/assemblies/freeze_2/HG01786_hap2_hprc_r2_v1.0.1.fa.gz	HG01786_hap1_hprc_r2_v1.0.1	HG01786_hap2_hprc_r2_v1.0.1	female
HG01884	HG01884_pat_hprc_r2_v1.0.1	HG01884_mat_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01884/assemblies/freeze_2/HG01884_pat_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01884/assemblies/freeze_2/HG01884_mat_hprc_r2_v1.0.1.fa.gz	HG01884_pat_hprc_r2_v1.0.1	HG01884_mat_hprc_r2_v1.0.1	female
HG01891	HG01891_pat_hprc_r2_v1.0.1	HG01891_mat_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01891/assemblies/freeze_2/HG01891_pat_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01891/assemblies/freeze_2/HG01891_mat_hprc_r2_v1.0.1.fa.gz	HG01891_pat_hprc_r2_v1.0.1	HG01891_mat_hprc_r2_v1.0.1	female
HG01928	HG01928_pat_hprc_r2_v1.0.1	HG01928_mat_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01928/assemblies/freeze_2/HG01928_pat_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01928/assemblies/freeze_2/HG01928_mat_hprc_r2_v1.0.1.fa.gz	HG01928_pat_hprc_r2_v1.0.1	HG01928_mat_hprc_r2_v1.0.1	male
HG01934	HG01934_pat_hprc_r2_v1.0.1	HG01934_mat_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01934/assemblies/freeze_2/HG01934_pat_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01934/assemblies/freeze_2/HG01934_mat_hprc_r2_v1.0.1.fa.gz	HG01934_pat_hprc_r2_v1.0.1	HG01934_mat_hprc_r2_v1.0.1	male
HG01940	HG01940_pat_hprc_r2_v1.0.1	HG01940_mat_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01940/assemblies/freeze_2/HG01940_pat_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01940/assemblies/freeze_2/HG01940_mat_hprc_r2_v1.0.1.fa.gz	HG01940_pat_hprc_r2_v1.0.1	HG01940_mat_hprc_r2_v1.0.1	female
HG01943	HG01943_pat_hprc_r2_v1.0.1	HG01943_mat_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01943/assemblies/freeze_2/HG01943_pat_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01943/assemblies/freeze_2/HG01943_mat_hprc_r2_v1.0.1.fa.gz	HG01943_pat_hprc_r2_v1.0.1	HG01943_mat_hprc_r2_v1.0.1	male
HG01952	HG01952_pat_hprc_r2_v1.0.1	HG01952_mat_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01952/assemblies/freeze_2/HG01952_pat_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01952/assemblies/freeze_2/HG01952_mat_hprc_r2_v1.0.1.fa.gz	HG01952_pat_hprc_r2_v1.0.1	HG01952_mat_hprc_r2_v1.0.1	male
HG01960	HG01960_pat_hprc_r2_v1.0.1	HG01960_mat_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01960/assemblies/freeze_2/HG01960_pat_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01960/assemblies/freeze_2/HG01960_mat_hprc_r2_v1.0.1.fa.gz	HG01960_pat_hprc_r2_v1.0.1	HG01960_mat_hprc_r2_v1.0.1	female
HG01969	HG01969_pat_hprc_r2_v1.0.1	HG01969_mat_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01969/assemblies/freeze_2/HG01969_pat_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01969/assemblies/freeze_2/HG01969_mat_hprc_r2_v1.0.1.fa.gz	HG01969_pat_hprc_r2_v1.0.1	HG01969_mat_hprc_r2_v1.0.1	female
HG01975	HG01975_pat_hprc_r2_v1.0.1	HG01975_mat_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01975/assemblies/freeze_2/HG01975_pat_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01975/assemblies/freeze_2/HG01975_mat_hprc_r2_v1.0.1.fa.gz	HG01975_pat_hprc_r2_v1.0.1	HG01975_mat_hprc_r2_v1.0.1	female
HG01978	HG01978_pat_hprc_r2_v1.1.0	HG01978_mat_hprc_r2_v1.1.0	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01978/assemblies/freeze_2/HG01978_pat_hprc_r2_v1.1.0.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01978/assemblies/freeze_2/HG01978_mat_hprc_r2_v1.1.0.fa.gz	HG01978_pat_hprc_r2_v1.1.0	HG01978_mat_hprc_r2_v1.1.0	female
HG01981	HG01981_pat_hprc_r2_v1.0.1	HG01981_mat_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01981/assemblies/freeze_2/HG01981_pat_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01981/assemblies/freeze_2/HG01981_mat_hprc_r2_v1.0.1.fa.gz	HG01981_pat_hprc_r2_v1.0.1	HG01981_mat_hprc_r2_v1.0.1	female
HG01993	HG01993_pat_hprc_r2_v1.0.1	HG01993_mat_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01993/assemblies/freeze_2/HG01993_pat_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG01993/assemblies/freeze_2/HG01993_mat_hprc_r2_v1.0.1.fa.gz	HG01993_pat_hprc_r2_v1.0.1	HG01993_mat_hprc_r2_v1.0.1	female
HG02004	HG02004_pat_hprc_r2_v1.0.1	HG02004_mat_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02004/assemblies/freeze_2/HG02004_pat_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02004/assemblies/freeze_2/HG02004_mat_hprc_r2_v1.0.1.fa.gz	HG02004_pat_hprc_r2_v1.0.1	HG02004_mat_hprc_r2_v1.0.1	female
HG02015	HG02015_pat_hprc_r2_v1.0.1	HG02015_mat_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02015/assemblies/freeze_2/HG02015_pat_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02015/assemblies/freeze_2/HG02015_mat_hprc_r2_v1.0.1.fa.gz	HG02015_pat_hprc_r2_v1.0.1	HG02015_mat_hprc_r2_v1.0.1	male
HG02027	HG02027_pat_hprc_r2_v1.0.1	HG02027_mat_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02027/assemblies/freeze_2/HG02027_pat_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02027/assemblies/freeze_2/HG02027_mat_hprc_r2_v1.0.1.fa.gz	HG02027_pat_hprc_r2_v1.0.1	HG02027_mat_hprc_r2_v1.0.1	male
HG02040	HG02040_hap1_hprc_r2_v1.0.1	HG02040_hap2_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02040/assemblies/freeze_2/HG02040_hap1_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02040/assemblies/freeze_2/HG02040_hap2_hprc_r2_v1.0.1.fa.gz	HG02040_hap1_hprc_r2_v1.0.1	HG02040_hap2_hprc_r2_v1.0.1	male
HG02055	HG02055_pat_hprc_r2_v1.0.1	HG02055_mat_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02055/assemblies/freeze_2/HG02055_pat_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02055/assemblies/freeze_2/HG02055_mat_hprc_r2_v1.0.1.fa.gz	HG02055_pat_hprc_r2_v1.0.1	HG02055_mat_hprc_r2_v1.0.1	male
HG02056	HG02056_pat_hprc_r2_v1.0.1	HG02056_mat_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02056/assemblies/freeze_2/HG02056_pat_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02056/assemblies/freeze_2/HG02056_mat_hprc_r2_v1.0.1.fa.gz	HG02056_pat_hprc_r2_v1.0.1	HG02056_mat_hprc_r2_v1.0.1	male
HG02071	HG02071_pat_hprc_r2_v1.0.1	HG02071_mat_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02071/assemblies/freeze_2/HG02071_pat_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02071/assemblies/freeze_2/HG02071_mat_hprc_r2_v1.0.1.fa.gz	HG02071_pat_hprc_r2_v1.0.1	HG02071_mat_hprc_r2_v1.0.1	male
HG02074	HG02074_pat_hprc_r2_v1.0.1	HG02074_mat_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02074/assemblies/freeze_2/HG02074_pat_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02074/assemblies/freeze_2/HG02074_mat_hprc_r2_v1.0.1.fa.gz	HG02074_pat_hprc_r2_v1.0.1	HG02074_mat_hprc_r2_v1.0.1	male
HG02080	HG02080_pat_hprc_r2_v1.0.1	HG02080_mat_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02080/assemblies/freeze_2/HG02080_pat_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02080/assemblies/freeze_2/HG02080_mat_hprc_r2_v1.0.1.fa.gz	HG02080_pat_hprc_r2_v1.0.1	HG02080_mat_hprc_r2_v1.0.1	female
HG02083	HG02083_pat_hprc_r2_v1.0.1	HG02083_mat_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02083/assemblies/freeze_2/HG02083_pat_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02083/assemblies/freeze_2/HG02083_mat_hprc_r2_v1.0.1.fa.gz	HG02083_pat_hprc_r2_v1.0.1	HG02083_mat_hprc_r2_v1.0.1	male
HG02109	HG02109_pat_hprc_r2_v1.0.1	HG02109_mat_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02109/assemblies/freeze_2/HG02109_pat_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02109/assemblies/freeze_2/HG02109_mat_hprc_r2_v1.0.1.fa.gz	HG02109_pat_hprc_r2_v1.0.1	HG02109_mat_hprc_r2_v1.0.1	female
HG02129	HG02129_pat_hprc_r2_v1.0.1	HG02129_mat_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02129/assemblies/freeze_2/HG02129_pat_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02129/assemblies/freeze_2/HG02129_mat_hprc_r2_v1.0.1.fa.gz	HG02129_pat_hprc_r2_v1.0.1	HG02129_mat_hprc_r2_v1.0.1	male
HG02132	HG02132_pat_hprc_r2_v1.0.1	HG02132_mat_hprc_r2_v1.0.1	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02132/assemblies/freeze_2/HG02132_pat_hprc_r2_v1.0.1.fa.gz	https://human-pangenomics.s3.amazonaws.com/submissions/DC27718F-5F38-43B0-9A78-270F395F13E8--INT_ASM_PRODUCTION/HG02132/assemblies/freeze_2/HG02132_mat_hprc_r2_v1.0.1.fa.gz	HG02132_pat_hprc_r2_v1.0.1	HG02132_mat_hprc_r2_v1.0.1	male
